word,tag,sentence
al,O,69
so,O,69
heeft,O,69
der,O,69
goessin,B-PERS,69
rijcman,I-PERS,69
vorseit,O,69
verkent,O,69
alse,O,69
van,O,69
goeder,O,69
scult,O,69
en,O,69
ghegheuen,O,69
den,O,69
vorseiden,O,69
hospitale,O,69
.C.,B-MONEY,69
lb,I-MONEY,69
paris,I-MONEY,69
Ende,O,69
die,O,69
so,O,69
heet,O,69
hi,O,69
bewijst,O,69
met,O,69
voegde,O,69
te,O,69
hebbenne,O,69
en,O,69
te,O,69
heffenne,O,69
den,O,69
vorseiden,O,69
hospitale,O,69
op,O,69
al,O,69
tgoet,O,69
dat,O,69
hi,O,69
heeft,O,69
ligghende,O,69
binnen,O,69
der,O,69
prochien,O,69
van,O,69
haspre,B-LOC,69
van,O,69
zinghem,B-LOC,69
van,O,69
huerne,B-LOC,69
en,O,69
van,O,69
lede,B-LOC,69
Or,O,69
der,O,69
gheerart,B-PERS,69
wauel,I-PERS,69
alse,O,69
schepenne,O,69
in,O,69
auden,B-LOC,69
ende,O,69
der,O,69
goessin,B-PERS,69
bloc,I-PERS,69
ende,O,69
martin,B-PERS,69
van,I-PERS,69
der,I-PERS,69
marken,I-PERS,69
alse,O,69
heruachteghe,O,69
Dit,O,69
was,O,69
ghedaen,O,69
jnt,O,69
jaer,O,69
ons,O,69
heeren,O,69
.m.ccc.,B-DATE,69
ende,I-DATE,69
.xl.,I-DATE,69
ten,I-DATE,69
jnghane,I-DATE,69
van,I-DATE,69
der,I-DATE,69
maent,I-DATE,69
van,I-DATE,69
aprulle,I-DATE,69
Wi,O,70
scepenen,O,70
van,O,70
riddershouen,B-LOC,70
doen,O,70
te,O,70
wetenne,O,70
allen,O,70
den,O,70
ghenen,O,70
die,O,70
dese,O,70
lettre,O,70
selen,O,70
siin,O,70
ofte,O,70
horen,O,70
lesen,O,70
Dat,O,70
es,O,70
comen,O,70
voer,O,70
ons,O,70
jan,B-PERS,70
de,I-PERS,70
vlaminc,I-PERS,70
en,O,70
jonf,O,70
lijsbette,B-PERS,70
sijn,O,70
wetteleec,O,70
wijf,O,70
ende,O,70
arnout,B-PERS,70
pandellaert,I-PERS,70
Ende,O,70
dat,O,70
arnout,B-PERS,70
pandellaert,I-PERS,70
heeft,O,70
ghecocht,O,70
sesse,O,70
dach,O,70
lants,O,70
onder,O,70
lant,O,70
ende,O,70
weede,O,70
bi,O,70
riddershouen,B-LOC,70
an,O,70
den,O,70
heerwech,O,70
Ende,O,70
dat,O,70
arnout,B-PERS,70
pandellaert,I-PERS,70
quam,O,70
te,O,70
wette,O,70
ende,O,70
alser,O,70
arnout,B-PERS,70
toe,O,70
comen,O,70
was,O,70
wettelec,O,70
so,O,70
dede,O,70
hire,O,70
janne,B-PERS,70
den,I-PERS,70
vlaminc,I-PERS,70
ende,O,70
jonf,O,70
lijsbetten,B-PERS,70
sijn,O,70
wetteleec,O,70
wijf,O,70
ten,O,70
desen,O,70
vors,O,70
lande,O,70
.xl.,B-MONEY,70
sc,I-MONEY,70
zuartt,I-MONEY,70
parisise,I-MONEY,70
tsaers,O,70
Ende,O,70
die,O,70
te,O,70
gheldene,O,70
te,O,70
kersauonde,B-DATE,70
erfleeke,O,70
rente,O,70
eeweleec,O,70
durende,O,70
Ende,O,70
waer,O,70
dat,O,70
zake,O,70
dat,O,70
dese,O,70
rente,O,70
niet,O,70
vgolden,O,70
ware,O,70
te,O,70
kersauonde,B-DATE,70
so,O,70
soumen,O,70
doen,O,70
so,O,70
wi,O,70
dat,O,70
desen,O,70
tsaerter,O,70
brochte,O,70
ten,O,70
ervachtechede,O,70
behouden,O,70
elcs,O,70
mans,O,70
rechte,O,70
Ende,O,70
alsoe,O,70
dicke,O,70
alse,O,70
hi,O,70
der,O,70
ome,O,70
moet,O,70
pinen,O,70
om,O,70
te,O,70
jnne,O,70
dese,O,70
vors,O,70
rente,O,70
met,O,70
wette,O,70
op,O,70
dese,O,70
vors,O,70
ervachtechede,O,70
so,O,70
mach,O,70
hi,O,70
reeken,O,70
.v.,B-MONEY,70
sc,I-MONEY,70
zuartt,I-MONEY,70
par,I-MONEY,70
te,O,70
sine,O,70
coste,O,70
waert,O,70
sonder,O,70
minneringhe,O,70
van,O,70
d,O,70
vors,O,70
rente,O,70
Ende,O,70
so,O,70
wi,O,70
dat,O,70
desen,O,70
tsaerter,O,70
heeft,O,70
dat,O,70
hi,O,70
machtech,O,70
es,O,70
van,O,70
deser,O,70
rente,O,70
te,O,70
inne,O,70
en,O,70
sijnen,O,70
wille,O,70
mede,O,70
te,O,70
doene,O,70
Ende,O,70
wats,O,70
ghedaen,O,70
bi,O,70
manigghe,O,70
van,O,70
den,O,70
heere,O,70
ende,O,70
bi,O,70
wijsdoeme,O,70
van,O,70
scepenen,O,70
ende,O,70
al,O,70
wettelec,O,70
Ende,O,70
om,O,70
dat,O,70
wij,O,70
scepenen,O,70
van,O,70
riddershoue,B-LOC,70
willen,O,70
dat,O,70
dese,O,70
vorwaerde,O,70
bliue,O,70
vast,O,70
ghestade,O,70
ende,O,70
wel,O,70
ghehoude,O,70
ende,O,70
eewelec,O,70
durende,O,70
so,O,70
hebben,O,70
wj,O,70
dit,O,70
be,O,70
seghelt,O,70
met,O,70
onsen,O,70
ppre,O,70
seghele,O,70
vte,O,70
hanghende.,O,70
Dit,O,70
was,O,70
ghedaen,O,70
jnt,O,70
jaer,O,70
ons,O,70
heeren,O,70
alse,O,70
men,O,70
screef,O,70
dusentech,B-DATE,70
.ccc.,I-DATE,70
ende,I-DATE,70
viere,I-DATE,70
en,I-DATE,70
thuintech,I-DATE,70
te,I-DATE,70
.1,I-DATE,70
/2.,I-DATE,70
hoimaende,I-DATE,70
Wij,O,71
lantscepenen,O,71
van,O,71
zotteghem,B-LOC,71
maken,O,71
Cont,O,71
ende,O,71
kenleec,O,71
allen,O,71
den,O,71
ghenen,O,71
die,O,71
nv,O,71
sijn,O,71
ende,O,71
hier,O,71
na,O,71
wesen,O,71
selen,O,71
dat,O,71
lievijn,B-PERS,71
van,I-PERS,71
der,I-PERS,71
maren,I-PERS,71
heeft,O,71
ghecocht,O,71
wetteleke,O,71
ende,O,71
Redenleke,O,71
ende,O,71
wel,O,71
vergolden,O,71
jeghen,O,71
janne,B-PERS,71
van,I-PERS,71
der,I-PERS,71
maren,I-PERS,71
sinen,O,71
broeder,O,71
Een,B-MONEY,71
ende,I-MONEY,71
dertich,I-MONEY,71
scellinghe,I-MONEY,71
parisise,I-MONEY,71
siaers,O,71
erfeleker,O,71
Renten,O,71
Te,O,71
gheldene,O,71
telken,O,71
kerssauonde,B-DATE,71
eeweleke,O,71
duerende,O,71
met,O,71
alselken,O,71
ghelde,O,71
alse,O,71
de,O,71
heere,O,71
jaerlijcs,O,71
sal,O,71
doen,O,71
ontfaen,O,71
van,O,71
siere,O,71
renten,O,71
Ende,O,71
dese,O,71
voernoemde,O,71
een,B-MONEY,71
Ende,I-MONEY,71
dertich,I-MONEY,71
scellinghe,I-MONEY,71
par,I-MONEY,71
erfeleker,O,71
Renten,O,71
heeft,O,71
jan,B-PERS,71
voers,O,71
bewijst,O,71
ende,O,71
beset,O,71
wel,O,71
ende,O,71
wetteleke,O,71
lievine,B-PERS,71
voernoemt,O,71
vp,O,71
jueten,B-PERS,71
stede,O,71
ende,O,71
up,O,71
sflieghers,B-PERS,71
stede,O,71
beede,O,71
te,O,71
gootferdeghem,B-LOC,71
gheleghen,O,71
Ende,O,71
ware,O,71
dat,O,71
sake,O,71
dat,O,71
jan,B-PERS,71
voers,O,71
ofte,O,71
de-ghene,O,71
die,O,71
desen,O,71
voernoemden,O,71
pant,O,71
houden,O,71
selen,O,71
jaerlijcs,O,71
niet,O,71
en,O,71
golden,O,71
dese,O,71
voernoemde,O,71
een,B-MONEY,71
ende,I-MONEY,71
dertich,I-MONEY,71
scellinghe,I-MONEY,71
par,I-MONEY,71
erfeleker,O,71
Renten,O,71
lieuine,B-PERS,71
voernoemt,O,71
ende,O,71
sinen,O,71
na,O,71
comers,O,71
eeweleke,O,71
duerende,O,71
ende,O,71
ten,O,71
voerseiden,O,71
daghe,O,71
so,O,71
soude,O,71
lie-vijn,B-PERS,71
voernoemt,O,71
ofte,O,71
sine,O,71
na,O,71
comers,O,71
slaen,O,71
sine,O,71
hant,O,71
an,O,71
den,O,71
voernoemden,O,71
pant,O,71
ghelijc,O,71
an,O,71
sijn,O,71
proper,O,71
erve,O,71
Ende,O,71
omme,O,71
dat,O,71
alle,O,71
dese,O,71
voerseide,O,71
dinghen,O,71
selen,O,71
bliuen,O,71
goet,O,71
vast,O,71
ghestade,O,71
ende,O,71
wel,O,71
ghehouden,O,71
teeweleken,O,71
da-ghen,O,71
in,O,71
alle,O,71
d,O,71
manieren,O,71
dat,O,71
se,O,71
hier,O,71
voerscreuen,O,71
sijn,O,71
Ende,O,71
in,O,71
kenleecheden,O,71
der,O,71
waerheden,O,71
hebben,O,71
wij,O,71
lantsce-penen,O,71
bouenghenoemt,O,71
desen,O,71
ieghenwordeghen,O,71
tsaertre,O,71
gheseghelt,O,71
met,O,71
onsen,O,71
huut,O,71
hanghende,O,71
zeghel,O,71
ende,O,71
be-houden,O,71
elcs,O,71
mans,O,71
rechte,O,71
Dit,O,71
was,O,71
ghedaen,O,71
jnt,O,71
jaer,O,71
Ons,O,71
heeren,O,71
doe,O,71
men,O,71
screef,O,71
dertienhondert,B-DATE,71
zeuene,I-DATE,71
ende,I-DATE,71
zestich,I-DATE,71
den,I-DATE,71
twe,I-DATE,71
ende,I-DATE,71
twintichsten,I-DATE,71
dach,I-DATE,71
van,I-DATE,71
wedemaende,I-DATE,71
dat,O,72
moeten,O,72
weeten,O,72
alle,O,72
die,O,72
sijn,O,72
en,O,72
zeelen,O,72
sijn,O,72
dat,O,72
joncrouwe,O,72
kateline,B-PERS,72
en,O,72
joncfr,O,72
jane,B-PERS,72
van,I-PERS,72
zeghelsem,I-PERS,72
sijn,O,72
comen,O,72
voer,O,72
heere,O,72
en,O,72
vuer,O,72
wet,O,72
van,O,72
sente,B-LOC,72
cornillis,I-LOC,72
hoerenbeke,I-LOC,72
hebben,O,72
ghegheuen,O,72
den,O,72
hospitale,O,72
onser,B-PERS,72
vrouwen,I-PERS,72
van,O,72
audenarde,B-LOC,72
.xv.,B-MONEY,72
sc,I-MONEY,72
par,I-MONEY,72
tsiaers,O,72
erfeliker,O,72
renten,O,72
alsulken,O,72
muten,O,72
alse,O,72
de,O,72
heere,O,72
van,O,72
den,O,72
lande,O,72
sine,O,72
rente,O,72
ontfaet,O,72
te,O,72
gheldene,O,72
van,O,72
jare,O,72
te,O,72
jare,O,72
telken,O,72
kersauonde,B-DATE,72
en,O,72
voert,O,72
onbegrepen,O,72
te,O,72
sine,O,72
van,O,72
gheldene,O,72
toete,O,72
sentemarien,B-DATE,72
lichtmesse,I-DATE,72
daer,O,72
naest,O,72
volghende,O,72
de,O,72
welke,O,72
vors,O,72
.xv.,B-MONEY,72
sc,I-MONEY,72
par,I-MONEY,72
sijn,O,72
bewijst,O,72
van,O,72
langhen,O,72
tiden,O,72
op,O,72
ene,O,72
hofstede,O,72
ligghende,O,72
te,O,72
hermijns,B-PERS,72
mersch,O,72
jnt,O,72
vonnesse,O,72
van,O,72
sente,B-LOC,72
cornillis,I-LOC,72
hoerenbeke,I-LOC,72
in,O,72
alsulken,O,72
ghelaghen,O,72
alsoe,O,72
gheleghen,O,72
es,O,72
en,O,72
lant,O,72
en,O,72
weede,O,72
der,O,72
an,O,72
gheleghen,O,72
onder,O,72
al,O,72
.iij.,O,72
dachwant,O,72
groet,O,72
lettel,O,72
mijn,O,72
ofte,O,72
meer,O,72
en,O,72
mergriete,B-PERS,72
willems,B-PERS,72
mespeleeren,I-PERS,72
dochter,O,72
was,O,72
hout,O,72
tfors,O,72
lant,O,72
en,O,72
ghelt,O,72
de,O,72
vors,O,72
rente,O,72
Ende,O,72
joncfr,O,72
kateline,B-PERS,72
en,O,72
joncfr,O,72
jane,B-PERS,72
van,I-PERS,72
zeghelsem,I-PERS,72
beede,O,72
vors,O,72
worden,O,72
ondereft,O,72
wel,O,72
en,O,72
wetteleke,O,72
van,O,72
den,O,72
.xv.,B-MONEY,72
sc,I-MONEY,72
par,I-MONEY,72
vors,O,72
en,O,72
den,O,72
heere,O,72
in,O,72
handen,O,72
ghedreghen,O,72
nar,O,72
vsage,O,72
en,O,72
costume,O,72
van,O,72
den,O,72
lande,O,72
Ende,O,72
doe,O,72
warter,O,72
in,O,72
ghereft,O,72
wel,O,72
en,O,72
wetteleke,O,72
suster,O,72
marie,B-MONEY,72
cabboets,I-MONEY,72
suster,O,72
int,O,72
tspittael,O,72
vors,O,72
tspittaels,O,72
bouf,O,72
vors,O,72
van,O,72
onser,B-PERS,72
vrouwen,I-PERS,72
van,O,72
auden,B-LOC,72
Ende,O,72
in,O,72
manieren,O,72
waer,O,72
dat,O,72
sake,O,72
dat,O,72
dese,O,72
vors,O,72
rente,O,72
niet,O,72
al,O,72
vergolden,O,72
en,O,72
ware,O,72
van,O,72
jare,O,72
te,O,72
jare,O,72
ten,O,72
daghe,O,72
vors,O,72
dat,O,72
suster,O,72
marie,B-PERS,72
cabboets,I-PERS,72
vors,O,72
ofte,O,72
de,O,72
bringhere,O,72
van,O,72
deser,O,72
cyrogphien,O,72
souden,O,72
mueghen,O,72
hant,O,72
slaen,O,72
an,O,72
al,O,72
dit,O,72
vors,O,72
bewijs,O,72
alsoe,O,72
ment,O,72
dan,O,72
vonde,O,72
tspittaels,O,72
bouf,O,72
vors,O,72
ghelijc,O,72
haren,O,72
propren,O,72
erue,O,72
behouden,O,72
sheeren,O,72
recht,O,72
en,O,72
adelinx,O,72
recht,O,72
Ende,O,72
al,O,72
dat,O,72
hier,O,72
vors,O,72
es,O,72
was,O,72
en,O,72
es,O,72
ghedaen,O,72
wel,O,72
en,O,72
wetteleke,O,72
naer,O,72
vsage,O,72
ende,O,72
costume,O,72
van,O,72
den,O,72
lande,O,72
en,O,72
bi,O,72
cosente,O,72
en,O,72
wille,O,72
van,O,72
den,O,72
hueuer,O,72
heere,O,72
mijn,O,72
hee,O,72
van,O,72
scoeresse,B-LOC,72
warter,O,72
tspittael,O,72
vors,O,72
toe,O,72
ghedaen,O,72
in,O,72
al,O,72
der,O,72
manieren,O,72
alsoet,O,72
vors,O,72
es,O,72
bi,O,72
maninghen,O,72
van,O,72
den,O,72
meyer,O,72
en,O,72
bi,O,72
wijsdome,O,72
van,O,72
schepenen,O,72
hier,O,72
ou,O,72
was,O,72
alse,O,72
meyer,O,72
en,O,72
maenre,O,72
ians,B-PERS,72
van,I-PERS,72
rokighem,I-PERS,72
wouter,B-PERS,72
moerge,I-PERS,72
en,O,72
alse,O,72
schepene,O,72
jan,B-PERS,72
vinhouters,I-PERS,72
steuin,B-PERS,72
de,I-PERS,72
smet,I-PERS,72
jan,B-PERS,72
de,I-PERS,72
poertere,I-PERS,72
jan,B-PERS,72
nuetins,I-PERS,72
en,O,72
steuin,B-PERS,72
van,I-PERS,72
den,I-PERS,72
opstalle,I-PERS,72
dit,O,72
was,O,72
ghedae,O,72
int,O,72
jaer,O,72
ons,O,72
heen,O,72
.m.ccc.,B-DATE,72
en,I-DATE,72
.l.,I-DATE,72
in,I-DATE,72
sente,I-DATE,72
pieters,I-DATE,72
daghe,I-DATE,72
in,I-DATE,72
sporcle,I-DATE,72
kenlijc,O,73
zij,O,73
allen,O,73
lieden,O,73
dat,O,73
pieter,B-PERS,73
hoen,I-PERS,73
Coelaerds,B-PERS,73
zone,O,73
bi,O,73
goeder,O,73
vorzienicheden,O,73
sonder,O,73
fraude,O,73
en,O,73
malicie,O,73
en,O,73
ome,O,73
zine,O,73
ziele,O,73
te,O,73
ontlastene,O,73
heeft,O,73
ghegheue,O,73
en,O,73
gheeft,O,73
grielen,B-PERS,73
zoeters,I-PERS,73
ouer,O,73
menighen,O,73
goeden,O,73
diencst,O,73
en,O,73
arbeit,O,73
dien,O,73
soe,O,73
hem,O,73
ghedaen,O,73
heeft,O,73
van,O,73
langhen,O,73
tiden,O,73
sonder,O,73
huere,O,73
daer,O,73
af,O,73
te,O,73
hebbene,O,73
ofte,O,73
foeij,O,73
ziin,O,73
huus,O,73
en,O,73
erue,O,73
in,O,73
al,O,73
der,O,73
manieren,O,73
dat,O,73
gheleghen,O,73
es,O,73
en,O,73
staende,O,73
in,O,73
drie,O,73
penc,O,73
allinc,O,73
straetkin,O,73
te,O,73
pamele,B-LOC,73
vri,O,73
sonder,O,73
rente,O,73
met,O,73
den,O,73
lochtinghe,O,73
daer,O,73
an,O,73
ligghende,O,73
toeter,O,73
poerten,O,73
va,O,73
zinen,O,73
houe,O,73
te,O,73
pamele,B-LOC,73
alsoe,O,73
hi,O,73
nv,O,73
ghetuunt,O,73
staet,O,73
en,O,73
daer,O,73
an,O,73
stappans,O,73
vri,O,73
en,O,73
paisiuelijc,O,73
hand,O,73
ane,O,73
te,O,73
slane,O,73
als,O,73
an,O,73
haer,O,73
proper,O,73
goet,O,73
en,O,73
erue,O,73
haer,O,73
leue,O,73
lanc,O,73
En,O,73
naer,O,73
de,O,73
doot,O,73
van,O,73
grielen,B-PERS,73
vors,O,73
dat,O,73
tvors,O,73
huus,O,73
en,O,73
erue,O,73
met,O,73
den,O,73
lochtinghe,O,73
vors,O,73
comen,O,73
soude,O,73
en,O,73
versterue,O,73
grielen,B-PERS,73
kindren,O,73
vors,O,73
die,O,73
soe,O,73
heeft,O,73
bi,O,73
piet,B-PERS,73
hoene,I-PERS,73
vors,O,73
naer,O,73
costume,O,73
en,O,73
vsage,O,73
van,O,73
der,O,73
stede,O,73
van,O,73
auden,B-LOC,73
en,O,73
el,O,73
niemene,O,73
va,O,73
haren,O,73
hoere,O,73
En,O,73
waert,O,73
alsoe,O,73
dat,O,73
de,O,73
vors,O,73
griele,B-PERS,73
voere,O,73
van,O,73
liue,O,73
ter,O,73
doot,O,73
sonder,O,73
kindre,O,73
van,O,73
pietren,B-PERS,73
vors,O,73
te,O,73
hebbene,O,73
de,O,73
vors,O,73
kindre,O,73
sonder,O,73
wetteleec,O,73
oer,O,73
van,O,73
haren,O,73
liue,O,73
te,O,73
liue,O,73
bliuende,O,73
so,O,73
sal,O,73
tvors,O,73
huus,O,73
en,O,73
erue,O,73
naer,O,73
de,O,73
doot,O,73
van,O,73
grielen,B-PERS,73
en,O,73
van,O,73
haren,O,73
kindren,O,73
vors,O,73
weder,O,73
comen,O,73
en,O,73
versteruen,O,73
op,O,73
piets,B-PERS,73
naest,O,73
oer,O,73
vors,O,73
in,O,73
al,O,73
der,O,73
manieren,O,73
dat,O,73
dan,O,73
ziin,O,73
sal,O,73
En,O,73
hier,O,73
bouen,O,73
gheuielt,O,73
dat,O,73
yemen,O,73
van,O,73
pieters,B-PERS,73
oere,O,73
vors,O,73
wie,O,73
hi,O,73
ware,O,73
ofte,O,73
yemen,O,73
anders,O,73
in,O,73
den,O,73
name,O,73
van,O,73
eenighen,O,73
van,O,73
helieden,O,73
ofte,O,73
van,O,73
hem,O,73
allen,O,73
der,O,73
vors,O,73
grielen,B-PERS,73
ofte,O,73
haren,O,73
kindren,O,73
vors,O,73
eenich,O,73
onghebruuc,O,73
ofte,O,73
belet,O,73
daden,O,73
ofte,O,73
daden,O,73
doen,O,73
in,O,73
deele,O,73
ofte,O,73
in,O,73
al,O,73
mids,O,73
denwelken,O,73
zij,O,73
der,O,73
vors,O,73
ghiften,O,73
paisiueleec,O,73
niet,O,73
ghebruken,O,73
en,O,73
souden,O,73
mueghen,O,73
dan,O,73
so,O,73
heeft,O,73
pieter,B-PERS,73
hoen,I-PERS,73
vors,O,73
ghekent,O,73
en,O,73
verlijt,O,73
wetteleec,O,73
met,O,73
vooghde,O,73
dat,O,73
hi,O,73
dan,O,73
es,O,73
sculdich,O,73
grielen,O,73
en,O,73
zinen,O,73
kindren,O,73
vors,O,73
in,O,73
der,O,73
manieren,O,73
vors,O,73
van,O,73
goeder,O,73
loyaelre,O,73
schult,O,73
en,O,73
van,O,73
diencste,O,73
eene,O,73
wetteleke,O,73
schult,O,73
van,O,73
.ijc.,B-MONEY,73
lb,I-MONEY,73
par,I-MONEY,73
vlaemsscher,I-MONEY,73
muten,I-MONEY,73
eene,I-MONEY,73
gro,I-MONEY,73
torn,I-MONEY,73
ouer,O,73
.xij.,B-MONEY,73
d,I-MONEY,73
par,I-MONEY,73
ofte,O,73
ander,O,73
mute,O,73
jnt,O,73
auenant,O,73
en,O,73
dat,O,73
griele,B-PERS,73
en,O,73
hare,O,73
gheemeene,O,73
kindre,O,73
vors,O,73
ofte,O,73
de,O,73
bringhere,O,73
van,O,73
deser,O,73
cyrogr,O,73
in,O,73
den,O,73
name,O,73
van,O,73
hemlieden,O,73
de,O,73
vors,O,73
schult,O,73
soude,O,73
mueghen,O,73
verhalen,O,73
stappans,O,73
hebben,O,73
en,O,73
heffen,O,73
sonder,O,73
eenich,O,73
verbeiden,O,73
ant,O,73
vors,O,73
huus,O,73
en,O,73
erue,O,73
en,O,73
lochtinc,O,73
vors,O,73
ghelijc,O,73
dat,O,73
vors,O,73
es,O,73
En,O,73
al,O,73
dat,O,73
hier,O,73
voren,O,73
verclaert,O,73
en,O,73
ghescreue,O,73
staet,O,73
dat,O,73
heeft,O,73
piet,B-PERS,73
hoen,I-PERS,73
vors,O,73
ghelooft,O,73
bewijst,O,73
en,O,73
beset,O,73
wetteleec,O,73
met,O,73
vooghde,O,73
op,O,73
tvors,O,73
huus,O,73
en,O,73
erue,O,73
met,O,73
den,O,73
lochtinghe,O,73
en,O,73
voert,O,73
op,O,73
al,O,73
tgoet,O,73
dat,O,73
hi,O,73
heeft,O,73
en,O,73
hebben,O,73
mach,O,73
binne,O,73
der,O,73
vriheden,O,73
van,O,73
audenr,B-LOC,73
ofte,O,73
der,O,73
buten,O,73
jn,O,73
kenessen,O,73
der,O,73
waerheden,O,73
so,O,73
hebben,O,73
wi,O,73
jan,B-PERS,73
van,I-PERS,73
dermuelen,I-PERS,73
en,O,73
jan,B-PERS,73
lodewicx,I-PERS,73
alse,O,73
schepene,O,73
in,O,73
audenr,B-LOC,73
dese,O,73
pnte,O,73
cyrogr,O,73
ghezeghelt,O,73
elc,O,73
onser,O,73
met,O,73
zinen,O,73
ppren,O,73
zeghele,O,73
hute,O,73
hanghende,O,73
Dit,O,73
was,O,73
ghedaen,O,73
jnt,O,73
jaer,O,73
ons,O,73
heeren,O,73
.m.ccc.,B-DATE,73
een,I-DATE,73
en,I-DATE,73
neghentich,I-DATE,73
den,I-DATE,73
.x.sten,I-DATE,73
dach,I-DATE,73
in,I-DATE,73
maerte.,I-DATE,73
kenlijc,O,74
sij,O,74
allen,O,74
lieden,O,74
dat,O,74
ic,O,74
broeder,O,74
michiel,B-PERS,74
calconen,I-PERS,74
prioor,O,74
der,O,74
predicaren,O,74
in,O,74
ypre,B-LOC,74
hebbe,O,74
ontfanghen,O,74
van,O,74
der,O,74
stede,O,74
van,O,74
ypre,B-LOC,74
viue,B-MONEY,74
en,I-MONEY,74
twintich,I-MONEY,74
ponden,I-MONEY,74
parisisen,I-MONEY,74
van,O,74
den,O,74
paymente,O,74
van,O,74
medewintere,B-DATE,74
bi,O,74
causen,O,74
en,O,74
recopensacien,O,74
van,O,74
der,O,74
assise,O,74
Jn,O,74
tekene,O,74
der,O,74
warede,O,74
so,O,74
hebbe,O,74
ic,O,74
broeder,O,74
michiel,B-PERS,74
voors,O,74
dese,O,74
lettere,O,74
gheseghelt,O,74
metten,O,74
seghele,O,74
van,O,74
miere,O,74
officie,O,74
Ghedaen,O,74
int,O,74
Jaer,O,74
ons,O,74
heren,O,74
dusentich,B-DATE,74
drie,I-DATE,74
hondert,I-DATE,74
en,I-DATE,74
neghen,I-DATE,74
en,I-DATE,74
neghentich,I-DATE,74
den,I-DATE,74
vichtiensten,I-DATE,74
van,I-DATE,74
lauwe,I-DATE,74
maent,I-DATE,74
Dat,O,75
moeten,O,75
weten,O,75
alle,O,75
die,O,75
sijn,O,75
En,O,75
zelen,O,75
sijn,O,75
Dat,O,75
jonfre,O,75
kateline,B-PERS,75
En,O,75
jonfre,O,75
jane,B-PERS,75
van,I-PERS,75
zeghelsem,I-PERS,75
sijn,O,75
comen,O,75
voer,O,75
hee,O,75
En,O,75
voer,O,75
wet,O,75
van,O,75
zeghelsem,B-LOC,75
En,O,75
hebben,O,75
ghegheuen,O,75
den,O,75
hospitale,O,75
onser,B-PERS,75
vrauwen,I-PERS,75
van,O,75
audenaerde,B-LOC,75
.xv.,B-MONEY,75
sc,I-MONEY,75
par,I-MONEY,75
siaers,O,75
erfeliker,O,75
Rente,O,75
alsulcker,O,75
munte,O,75
alse,O,75
de,O,75
heere,O,75
van,O,75
den,O,75
lande,O,75
jaerlijcx,O,75
ontfaet,O,75
van,O,75
siere,O,75
Renten,O,75
Te,O,75
gheldenne,O,75
alle,O,75
jare,O,75
telken,O,75
kersauonde,B-DATE,75
En,O,75
onbegrepe,O,75
te,O,75
sine,O,75
van,O,75
gheldenne,O,75
toete,O,75
sente,B-DATE,75
marien,I-DATE,75
lichtmesse,I-DATE,75
daer,O,75
naest,O,75
volghende,O,75
de,O,75
weke,O,75
voerseide,O,75
.xv.,B-MONEY,75
sc,I-MONEY,75
par,I-MONEY,75
sijn,O,75
bewijst,O,75
van,O,75
langhen,O,75
tiden,O,75
vp,O,75
Eene,O,75
hofstad,O,75
te,O,75
her,B-PERS,75
mijns,I-PERS,75
mersch,O,75
ligghende,O,75
En,O,75
lant,O,75
der,O,75
an,O,75
een,O,75
dachwant,O,75
En,O,75
vijftech,O,75
roeden,O,75
groet,O,75
lettel,O,75
mijn,O,75
ofte,O,75
meer,O,75
jn,O,75
alsulcken,O,75
ghelaghe,O,75
alst,O,75
gheleghe,O,75
es,O,75
jnt,O,75
vonnesse,O,75
van,O,75
zeghelsem,B-LOC,75
En,O,75
men,O,75
haudet,O,75
van,O,75
den,O,75
abdt,O,75
van,O,75
lobis,B-LOC,75
En,O,75
dese,O,75
voerseide,O,75
xv.,B-MONEY,75
sc,I-MONEY,75
par,I-MONEY,75
so,O,75
hebben,O,75
de,O,75
voerseide,O,75
jonfre,O,75
kateline,B-PERS,75
En,O,75
jonfre,O,75
jane,B-PERS,75
van,I-PERS,75
zeghelsem,I-PERS,75
den,O,75
hee,O,75
jn,O,75
handen,O,75
ghedreghen,O,75
wetteleke,O,75
En,O,75
worde,O,75
af,O,75
ontheruet,O,75
wetteleke,O,75
beede,O,75
te,O,75
gader,O,75
En,O,75
elc,O,75
sonderlijnghe,O,75
En,O,75
doe,O,75
so,O,75
wartere,O,75
zuster,O,75
marie,B-PERS,75
Caboets,I-PERS,75
zuste,O,75
jnt,O,75
spetael,O,75
voers,O,75
jn,O,75
gheheruet,O,75
wetteleke,O,75
spetaels,O,75
bouf,O,75
ons,B-PERS,75
vrauwe,I-PERS,75
van,O,75
audenaerde,B-LOC,75
bi,O,75
wille,O,75
en,O,75
bi,O,75
csente,O,75
van,O,75
den,O,75
huever,O,75
hee,O,75
mine,O,75
hee,O,75
van,O,75
scoersse,B-LOC,75
En,O,75
jn,O,75
diere,O,75
maniere,O,75
ware,O,75
dat,O,75
sake,O,75
dat,O,75
dese,O,75
voerseide,O,75
Rente,O,75
niet,O,75
al,O,75
vergholden,O,75
en,O,75
ware,O,75
van,O,75
jare,O,75
te,O,75
jare,O,75
ten,O,75
daghe,O,75
voers,O,75
dat,O,75
dan,O,75
zust,O,75
marie,B-PERS,75
voers,O,75
ofte,O,75
de,O,75
bringhe,O,75
van,O,75
de,O,75
cyrogphien,O,75
souden,O,75
mueghen,O,75
hant,O,75
slaen,O,75
an,O,75
